timestamp,heart_rate
2024-01-01 00:00:00,70.99342830602247
2024-01-01 00:01:00,69.74580310489293
2024-01-01 00:02:00,71.34004007444985
2024-01-01 00:03:00,73.11305316964135
2024-01-01 00:04:00,69.62101591732088
2024-01-01 00:05:00,69.64337629800231
2024-01-01 00:06:00,73.29240130709665
2024-01-01 00:07:00,71.69116810151391
2024-01-01 00:08:00,69.23966992535391
2024-01-01 00:09:00,71.28605550930101
2024-01-01 00:10:00,69.29641301636252
2024-01-01 00:11:00,69.31409771379329
2024-01-01 00:12:00,70.75178600631448
2024-01-01 00:13:00,66.46360022371915
2024-01-01 00:14:00,66.86261888986144
2024-01-01 00:15:00,69.21016751475852
2024-01-01 00:16:00,68.3313621120356
2024-01-01 00:17:00,71.00779414319975
2024-01-01 00:18:00,68.58551938296891
2024-01-01 00:19:00,67.59922070303168
2024-01-01 00:20:00,73.37737831605912
2024-01-01 00:21:00,70.01677253586423
2024-01-01 00:22:00,70.62561717638518
2024-01-01 00:23:00,67.66329088191473
2024-01-01 00:24:00,69.44623873556782
2024-01-01 00:25:00,70.77905632322476
2024-01-01 00:26:00,68.2774205632138
2024-01-01 00:27:00,71.35298953042381
2024-01-01 00:28:00,69.42249067754973
2024-01-01 00:29:00,70.06254349621025
2024-01-01 00:30:00,69.46466867149753
2024-01-01 00:31:00,74.3947767141088
2024-01-01 00:32:00,70.68535148118701
2024-01-01 00:33:00,68.61903638246802
2024-01-01 00:34:00,72.40164668640884
2024-01-01 00:35:00,68.3369540844104
2024-01-01 00:36:00,71.21843858532975
2024-01-01 00:37:00,66.90342623611342
2024-01-01 00:38:00,68.1884341412654
2024-01-01 00:39:00,71.26055272197031
2024-01-01 00:40:00,72.36577126701734
2024-01-01 00:41:00,71.25356596177762
2024-01-01 00:42:00,70.701507152837
2024-01-01 00:43:00,70.35255326108683
2024-01-01 00:44:00,68.01965581354155
2024-01-01 00:45:00,69.55893231811918
2024-01-01 00:46:00,70.0992455238516
2024-01-01 00:47:00,73.1566508312659
